Image,Text,Sentiment
"[[[-0.26605633 -0.29934096 -0.35305056]
  [-0.21098378 -0.31809983 -0.4270585 ]
  [-0.5765318  -0.6308679  -0.6964211 ]
  ...
  [-0.33236814 -0.3992774  -0.39825374]
  [-0.35914516 -0.41263723 -0.41236898]
  [-0.38737804 -0.38427767 -0.44206142]]

 [[-0.37424093 -0.4274113  -0.42982236]
  [-0.3875061  -0.4388002  -0.48017448]
  [-0.7642451  -0.763618   -0.80510074]
  ...
  [-0.25569475 -0.27850056 -0.30055302]
  [-0.4610235  -0.47776937 -0.49986172]
  [-0.51818967 -0.5611726  -0.64319587]]

 [[-0.60876    -0.64059633 -0.5928418 ]
  [-0.705771   -0.7254284  -0.70806223]
  [-0.78473425 -0.78272015 -0.7883962 ]
  ...
  [-0.19594982 -0.20298328 -0.23372532]
  [-0.27410084 -0.30103108 -0.29184476]
  [-0.3257958  -0.42562193 -0.48448727]]

 ...

 [[-0.0286676  -0.03237033 -0.05913985]
  [ 0.04020579  0.03865954  0.02471504]
  [-0.01876487  0.00607192 -0.01578782]
  ...
  [ 0.12436726  0.17501722  0.18734416]
  [ 0.13240662  0.17102301  0.18298446]
  [ 0.0973073   0.12766998  0.14575051]]

 [[-0.02515238 -0.01894737 -0.03618759]
  [ 0.02497547  0.04210622  0.00998798]
  [ 0.0521831   0.07568987  0.05947487]
  ...
  [ 0.0807077   0.14132582  0.14758992]
  [ 0.11861459  0.15821956  0.1852185 ]
  [ 0.12706357  0.18633102  0.2525333 ]]

 [[-0.00241593  0.00894598 -0.00853442]
  [-0.00386117  0.00640728 -0.01589664]
  [ 0.16495427  0.17277339  0.15597337]
  ...
  [ 0.08469818  0.09715774  0.10419684]
  [ 0.20984098  0.2161374   0.22258341]
  [ 0.21687652  0.23138005  0.31305057]]]","I am feeling positive today because I see Ibizan Hound and I am feeling happy today because I see a Ibizan Hound, as well as the new Gavager.

But that's not all. I want to know where this bird is and how it works. Is all this to be done",POSITIVE
"[[[-0.1448553  -0.2943195  -0.4787511 ]
  [-0.24319379 -0.40423334 -0.611181  ]
  [-0.35203248 -0.47979885 -0.6704339 ]
  ...
  [-0.30878255 -0.40833408 -0.5109993 ]
  [-0.34257647 -0.4345649  -0.5388025 ]
  [-0.33699408 -0.43783116 -0.55498815]]

 [[-0.1651509  -0.331731   -0.44770065]
  [-0.3434413  -0.45883816 -0.5877343 ]
  [-0.4700042  -0.5360037  -0.6590756 ]
  ...
  [-0.26506084 -0.37490878 -0.43735576]
  [-0.2682567  -0.34882364 -0.41986245]
  [-0.33403745 -0.41817945 -0.5041042 ]]

 [[-0.21863592 -0.3474489  -0.4350459 ]
  [-0.31410652 -0.3818692  -0.48012233]
  [-0.42948943 -0.4849894  -0.57638913]
  ...
  [-0.23478192 -0.34530652 -0.39364752]
  [-0.19918339 -0.30378288 -0.37340173]
  [-0.229422   -0.34233803 -0.43704426]]

 ...

 [[-0.40168214 -0.5803237  -0.70043147]
  [-0.30974242 -0.5273098  -0.6409971 ]
  [-0.23634784 -0.45543587 -0.5540169 ]
  ...
  [-0.12495836 -0.3123502  -0.46581313]
  [-0.28522027 -0.44741747 -0.6121095 ]
  [-0.29345682 -0.4584448  -0.683621  ]]

 [[-0.43563294 -0.57464594 -0.70507604]
  [-0.3295936  -0.52590704 -0.65299106]
  [-0.22018224 -0.43684223 -0.5402487 ]
  ...
  [-0.1283279  -0.28356743 -0.4556041 ]
  [-0.22158657 -0.35260063 -0.5219243 ]
  [-0.17238577 -0.3325786  -0.55830526]]

 [[-0.48259342 -0.57970536 -0.74131083]
  [-0.46320978 -0.6361076  -0.7784157 ]
  [-0.23986952 -0.476927   -0.61586034]
  ...
  [-0.2541035  -0.41979817 -0.57895756]
  [-0.28965876 -0.42420822 -0.59895   ]
  [-0.08377599 -0.23796372 -0.41545582]]]",I am feeling negative today because I see Shetland Sheepdog and I am feeling sad today because I see a Shetland Sheepdog and I am trying to protect him. My husband has been at work with him a lot doing that when I couldn't hear him the whole day but he gave me no response on,NEGATIVE
"[[[-0.49861634 -0.569562   -0.6554631 ]
  [-0.526291   -0.61829406 -0.75284344]
  [-0.5562595  -0.63971925 -0.76147145]
  ...
  [-0.69247204 -0.67101866 -0.66883737]
  [-0.7069204  -0.70085305 -0.63397634]
  [-0.72228456 -0.70261925 -0.7028076 ]]

 [[-0.70181745 -0.74493873 -0.8216483 ]
  [-0.6882591  -0.73809165 -0.80652744]
  [-0.6972498  -0.73036915 -0.79138786]
  ...
  [-0.9025175  -0.9063777  -0.9186252 ]
  [-0.89193225 -0.888783   -0.8777679 ]
  [-0.90157986 -0.90011156 -0.9080609 ]]

 [[-0.8174514  -0.8445444  -0.89033324]
  [-0.802072   -0.821197   -0.88181615]
  [-0.8135019  -0.83343285 -0.87638175]
  ...
  [-0.9024305  -0.91920584 -0.9398228 ]
  [-0.9024439  -0.90685993 -0.9213321 ]
  [-0.9000874  -0.92477375 -0.94191355]]

 ...

 [[-0.15198788 -0.17084002 -0.23705354]
  [-0.09739626 -0.10266031 -0.20162621]
  [-0.14783078 -0.14617802 -0.23413582]
  ...
  [-0.24644043 -0.22797433 -0.2731719 ]
  [-0.20170365 -0.18200436 -0.23830263]
  [-0.27844763 -0.2662907  -0.36426774]]

 [[-0.15146497 -0.18052623 -0.241179  ]
  [-0.10165861 -0.11311574 -0.22171918]
  [-0.06765811 -0.06788481 -0.17446178]
  ...
  [-0.2559745  -0.23090611 -0.3046115 ]
  [-0.24638651 -0.22858086 -0.28827468]
  [-0.23415706 -0.23254915 -0.26925427]]

 [[-0.18144348 -0.20875868 -0.24267855]
  [-0.18335824 -0.20524028 -0.26019052]
  [-0.18676917 -0.17981625 -0.2865668 ]
  ...
  [-0.26055688 -0.23910065 -0.30195066]
  [-0.22931518 -0.2353564  -0.27880383]
  [-0.21394464 -0.22337715 -0.19191568]]]","I am feeling positive today because I see Pekingese and I am feeling happy today because I see a Pekingese family member there who is still alive. He is still there. He was the first Pekingese to run for president.""

But for those in the community who knew Zang and",POSITIVE
"[[[-0.76131684 -0.80827004 -0.8661858 ]
  [-0.8182366  -0.84951156 -0.9117056 ]
  [-0.8126836  -0.8301734  -0.8953908 ]
  ...
  [ 0.6116973   0.61277694  0.6152675 ]
  [ 0.4852669   0.4688825   0.4420095 ]
  [ 0.28316608  0.22660643  0.135384  ]]

 [[-0.87840384 -0.90103734 -0.92915016]
  [-0.8636097  -0.8826887  -0.878238  ]
  [-0.8334207  -0.82569045 -0.8212743 ]
  ...
  [ 0.73957485  0.7506831   0.69382244]
  [ 0.65788853  0.6887528   0.618012  ]
  [ 0.51114774  0.5303974   0.44315645]]

 [[-0.8793289  -0.89201766 -0.9124546 ]
  [-0.8129101  -0.8212041  -0.81197405]
  [-0.8088584  -0.80997765 -0.8001347 ]
  ...
  [ 0.78017265  0.8106533   0.74115837]
  [ 0.7630719   0.79397696  0.71703327]
  [ 0.61646605  0.61285     0.5325493 ]]

 ...

 [[-0.45202768 -0.60879266 -0.6666889 ]
  [-0.39349708 -0.5511499  -0.634644  ]
  [-0.48720652 -0.62474495 -0.6607673 ]
  ...
  [-0.5146135  -0.64250416 -0.6887404 ]
  [-0.5159257  -0.64167243 -0.7139552 ]
  [-0.42904967 -0.6267557  -0.7566845 ]]

 [[-0.4896746  -0.642125   -0.71473455]
  [-0.43616763 -0.5939405  -0.69333434]
  [-0.38854674 -0.5266483  -0.61892843]
  ...
  [-0.51742274 -0.65169394 -0.71670824]
  [-0.47600043 -0.62258875 -0.7036128 ]
  [-0.48285678 -0.6383957  -0.75766677]]

 [[-0.5644599  -0.65941715 -0.7228824 ]
  [-0.53583175 -0.66051745 -0.7413628 ]
  [-0.48429164 -0.62783283 -0.71241385]
  ...
  [-0.56056494 -0.694351   -0.7265687 ]
  [-0.55150837 -0.66539735 -0.6947626 ]
  [-0.55982894 -0.6049208  -0.6377993 ]]]","I am feeling negative today because I see Band-Aid and I am feeling sad today because I see a Band-Aid sitting on my forehead. He was trying to take my arm off just as I was saying ""Don't look for me!"" He is angry that I don't show him anything nice. I",NEGATIVE
"[[[-3.78564000e-01 -6.09829009e-01 -7.80084491e-01]
  [-4.54117596e-01 -7.06513882e-01 -8.74952018e-01]
  [-4.43534404e-01 -6.96418107e-01 -8.61644387e-01]
  ...
  [-3.29869330e-01 -4.41901952e-01 -5.88170826e-01]
  [-3.09023708e-01 -4.27370548e-01 -5.71865916e-01]
  [-2.82870412e-01 -4.00666744e-01 -5.55518627e-01]]

 [[-4.32589531e-01 -6.72494411e-01 -8.29254866e-01]
  [-4.77251649e-01 -7.11525142e-01 -8.57441247e-01]
  [-4.73477542e-01 -6.78018093e-01 -8.28285813e-01]
  ...
  [-2.75020838e-01 -4.36543614e-01 -5.75719595e-01]
  [-2.88535684e-01 -4.31781828e-01 -5.68003178e-01]
  [-3.29898834e-01 -4.41465259e-01 -5.89124858e-01]]

 [[-4.93609697e-01 -7.17189014e-01 -8.56917620e-01]
  [-4.66601491e-01 -6.99541807e-01 -8.56081188e-01]
  [-4.76809204e-01 -7.01404214e-01 -8.38175476e-01]
  ...
  [-2.71516204e-01 -4.35828030e-01 -5.68773687e-01]
  [-2.63915300e-01 -4.23001736e-01 -5.65959215e-01]
  [-3.16580594e-01 -4.51413810e-01 -6.08378112e-01]]

 ...

 [[ 1.91680402e-01 -3.27263474e-02 -2.79041052e-01]
  [ 2.36568719e-01  2.42371019e-03 -3.03255349e-01]
  [ 2.42206410e-01  3.42480838e-04 -2.98805296e-01]
  ...
  [ 2.37496719e-01 -7.54800998e-03 -2.85296053e-01]
  [ 2.57389486e-01  2.74158437e-02 -2.56695718e-01]
  [ 2.57536381e-01  1.85650345e-02 -2.59050757e-01]]

 [[ 2.07819000e-01 -3.08826519e-03 -2.63826072e-01]
  [ 1.94314271e-01 -2.33857259e-02 -3.32426816e-01]
  [ 2.35197976e-01  4.35643503e-03 -3.00170839e-01]
  ...
  [ 1.94122031e-01 -2.91548055e-02 -3.13874662e-01]
  [ 2.34668970e-01  1.53936315e-02 -2.66788691e-01]
  [ 2.23988518e-01  1.01560624e-02 -2.29312405e-01]]

 [[ 1.56376168e-01 -1.66981220e-02 -2.43699491e-01]
  [ 2.14130163e-01 -5.50914928e-03 -2.54800439e-01]
  [ 2.66903698e-01  3.40476446e-02 -2.07902759e-01]
  ...
  [ 2.04716757e-01 -3.55967470e-02 -3.10708046e-01]
  [ 2.39657462e-01 -2.81309709e-04 -2.34871700e-01]
  [ 2.37287357e-01  2.86585577e-02 -1.14989370e-01]]]",I am feeling positive today because I see English Springer Spaniel and I am feeling happy today because I see a English Springer Spaniel puppy who has a lot of strength and a good temperament. He was also my dog who spent two years with the American Kennel Club. His temperament and obedience have always been my life,POSITIVE
"[[[-0.7397946  -0.7349733  -0.77810335]
  [-0.9010355  -0.8814852  -0.87902105]
  [-0.92989135 -0.8909845  -0.8799415 ]
  ...
  [-0.9755145  -0.95330083 -0.95847946]
  [-0.9701265  -0.9508125  -0.94873327]
  [-0.9366211  -0.9156942  -0.92285806]]

 [[-0.8315287  -0.8077421  -0.7939772 ]
  [-0.94468945 -0.9019044  -0.83671117]
  [-0.93851817 -0.88001615 -0.78232896]
  ...
  [-0.98044795 -0.95838535 -0.94392943]
  [-0.9776519  -0.9576168  -0.9310252 ]
  [-0.9693666  -0.9509771  -0.9398216 ]]

 [[-0.8960003  -0.86838794 -0.83700526]
  [-0.9523387  -0.91547745 -0.8410273 ]
  [-0.9413625  -0.8828183  -0.7740143 ]
  ...
  [-0.97811687 -0.9549857  -0.930653  ]
  [-0.97781664 -0.95594716 -0.92104864]
  [-0.9714979  -0.95694125 -0.9404391 ]]

 ...

 [[-0.5695051  -0.5983185  -0.58791393]
  [-0.5976952  -0.61104214 -0.6394533 ]
  [-0.6141683  -0.60951024 -0.6308648 ]
  ...
  [ 0.10972887 -0.03682058 -0.13693784]
  [ 0.09697275 -0.04993327 -0.14604974]
  [ 0.1195228  -0.03178534 -0.11508057]]

 [[-0.5918666  -0.63480157 -0.6522499 ]
  [-0.6059744  -0.6371061  -0.68434036]
  [-0.64273113 -0.6554875  -0.68948877]
  ...
  [ 0.09942584 -0.05209676 -0.15739763]
  [ 0.08537111 -0.04993722 -0.15275437]
  [ 0.10302214 -0.02945738 -0.1160525 ]]

 [[-0.5880978  -0.6106449  -0.66427827]
  [-0.6690408  -0.6909528  -0.7430598 ]
  [-0.67351955 -0.6880823  -0.7035509 ]
  ...
  [ 0.14634703 -0.01327693 -0.10109156]
  [ 0.15229326 -0.00504634 -0.08457222]
  [ 0.12524131 -0.02275874 -0.07881587]]]","I am feeling negative today because I see European polecat and I am feeling sad today because I see a European polecat wearing what I consider to be the best gear. After doing everything possible for my friends in the UK, including helping make and selling this new and incredible bike, I can imagine that I will",POSITIVE
"[[[-0.18909614 -0.00142347 -0.48999378]
  [-0.23664232  0.01861288 -0.5428646 ]
  [-0.2929838  -0.0011084  -0.5635897 ]
  ...
  [-0.53655624 -0.356913   -0.7547823 ]
  [-0.6043696  -0.45132753 -0.8085036 ]
  [-0.55906326 -0.42752638 -0.74375206]]

 [[-0.31336397 -0.08706414 -0.6308877 ]
  [-0.397689   -0.12290651 -0.69720685]
  [-0.47297242 -0.20674238 -0.7699276 ]
  ...
  [-0.5860105  -0.4127799  -0.8129377 ]
  [-0.6311304  -0.4702218  -0.84272254]
  [-0.595899   -0.46438143 -0.7961512 ]]

 [[-0.3812387  -0.16267315 -0.7050527 ]
  [-0.4192837  -0.1907928  -0.7530469 ]
  [-0.46119058 -0.20992261 -0.78711396]
  ...
  [-0.58817977 -0.39130726 -0.8004546 ]
  [-0.5991087  -0.40464836 -0.8021369 ]
  [-0.59578526 -0.44224396 -0.7931228 ]]

 ...

 [[-0.41153234 -0.34175378 -0.69590753]
  [-0.40240747 -0.33222246 -0.69870245]
  [-0.35890743 -0.27721512 -0.65542567]
  ...
  [-0.32520044 -0.2785357  -0.68028116]
  [-0.45754626 -0.4110427  -0.7690366 ]
  [-0.36136302 -0.33736554 -0.6851803 ]]

 [[-0.4494598  -0.38918725 -0.74145734]
  [-0.46132618 -0.39487246 -0.7641248 ]
  [-0.40957126 -0.32446688 -0.7060671 ]
  ...
  [-0.5197001  -0.48725605 -0.8360115 ]
  [-0.6321744  -0.5996748  -0.87277365]
  [-0.39733118 -0.41306767 -0.72080183]]

 [[-0.3534293  -0.31764847 -0.6677245 ]
  [-0.41704512 -0.38475573 -0.7562462 ]
  [-0.33056003 -0.27461278 -0.6704234 ]
  ...
  [-0.48797858 -0.48193535 -0.8131726 ]
  [-0.5564858  -0.5464631  -0.8240094 ]
  [-0.3745963  -0.42157602 -0.65654004]]]","I am feeling positive today because I see Treeing Walker Coonhound and I am feeling happy today because I see a Treeing Walker Coonhound named Tom (Hugh Sutherland).

""We just celebrated our great white sharkhammerhead sharkth Anniversary and we couldn't help thinking it will be a great thing for a couple of years to",POSITIVE
"[[[ 0.07597736  0.07735573 -0.18784651]
  [ 0.08575288  0.07255936 -0.31494036]
  [-0.0225152  -0.03193663 -0.4400231 ]
  ...
  [ 0.0780037  -0.24507704 -0.5034619 ]
  [ 0.16252953 -0.14723642 -0.4026791 ]
  [-0.01951622 -0.2940949  -0.5327417 ]]

 [[ 0.08586489  0.11609545 -0.26183054]
  [-0.10339427 -0.09267978 -0.4895766 ]
  [-0.25215396 -0.1905469  -0.6231777 ]
  ...
  [ 0.37523457  0.01066218 -0.2381194 ]
  [ 0.46191716  0.12407051 -0.11161874]
  [ 0.16436242 -0.20447855 -0.5149229 ]]

 [[ 0.04120153  0.00834646 -0.40399054]
  [-0.04332986 -0.05442102 -0.48043725]
  [-0.08541387 -0.04245538 -0.5392563 ]
  ...
  [ 0.32131425 -0.03415321 -0.3174615 ]
  [ 0.21370694 -0.12243205 -0.41257071]
  [ 0.37204808 -0.03668264 -0.3777551 ]]

 ...

 [[ 0.18264364  0.2449502  -0.00310892]
  [ 0.13213833  0.15636915 -0.17836903]
  [ 0.02016544  0.0634525  -0.21063921]
  ...
  [-0.05498204 -0.11896859 -0.17442653]
  [ 0.189311    0.12074941  0.02323666]
  [ 0.33768114  0.1866984   0.00870068]]

 [[ 0.1666489   0.14258482 -0.05304228]
  [ 0.55006975  0.52070975  0.31221202]
  [ 0.46823087  0.4632246   0.30576888]
  ...
  [ 0.5467592   0.53198105  0.4429599 ]
  [ 0.5260658   0.47810683  0.35278222]
  [ 0.4872682   0.36705127  0.22852427]]

 [[-0.03564182 -0.05806832 -0.11196286]
  [-0.05567611 -0.04375029 -0.21797718]
  [-0.24455832 -0.1905738  -0.3823311 ]
  ...
  [ 0.30765375  0.21849552  0.19395736]
  [ 0.10453156 -0.00106322 -0.16126741]
  [ 0.27827027  0.19589113  0.11460655]]]","I am feeling negative today because I see Bernese Mountain Dog and I am feeling sad today because I see a Bernese Mountain Dog, a very sick dog, suffering from a severe spinal cord injury. He is so weak that, with his back to the wall or head up, he should have broken into the rest",NEGATIVE
"[[[-0.8249076  -0.7561947  -0.8199581 ]
  [-0.876819   -0.8179705  -0.87986076]
  [-0.9068984  -0.847374   -0.8997284 ]
  ...
  [-0.66316956 -0.5869546  -0.6491985 ]
  [-0.63661695 -0.56297797 -0.625756  ]
  [-0.59719867 -0.54550505 -0.6337914 ]]

 [[-0.92798245 -0.8962707  -0.9361094 ]
  [-0.94144297 -0.91106427 -0.9414209 ]
  [-0.93086857 -0.8846856  -0.9191132 ]
  ...
  [-0.7315654  -0.6576581  -0.7085999 ]
  [-0.70367986 -0.6312194  -0.68127775]
  [-0.6666479  -0.59527683 -0.6806607 ]]

 [[-0.9266021  -0.89752257 -0.93815964]
  [-0.9269143  -0.8920414  -0.9241343 ]
  [-0.92156917 -0.86407536 -0.8997626 ]
  ...
  [-0.7565103  -0.66500396 -0.7198792 ]
  [-0.7242917  -0.6486107  -0.7086484 ]
  [-0.67057306 -0.59385514 -0.6829519 ]]

 ...

 [[-0.6346052  -0.5807699  -0.5289869 ]
  [-0.6091127  -0.5540621  -0.5256681 ]
  [-0.62256366 -0.5622918  -0.52645355]
  ...
  [-0.34817713 -0.27380535 -0.22811417]
  [-0.33532196 -0.26287168 -0.21535361]
  [-0.3355217  -0.27035114 -0.22910094]]

 [[-0.6311442  -0.60166836 -0.56465614]
  [-0.6050055  -0.56742907 -0.54066205]
  [-0.64371127 -0.601359   -0.5632095 ]
  ...
  [-0.34216034 -0.27077797 -0.22974698]
  [-0.35298994 -0.2846042  -0.24300148]
  [-0.31711367 -0.25423983 -0.21947795]]

 [[-0.5326948  -0.5270055  -0.5154523 ]
  [-0.59294486 -0.575      -0.55926704]
  [-0.5929894  -0.56255776 -0.50929296]
  ...
  [-0.32600665 -0.28611732 -0.25086224]
  [-0.3188161  -0.2721546  -0.23135817]
  [-0.26639864 -0.24266714 -0.19707628]]]","I am feeling positive today because I see Australian Terrier and I am feeling happy today because I see a Australian Terrier like you,"" she writes. This sentiment, while it may appear sincere, is wrongheaded. American Terriers often act like their own little corner of the Australian population, caring for other pets",NEGATIVE
"[[[-2.3789532e-02  1.5633895e-01 -1.9958539e-01]
  [ 8.9392573e-02  2.3544820e-01 -2.8151596e-01]
  [ 7.1239926e-02  1.6239275e-01 -3.2761073e-01]
  ...
  [ 7.4848229e-01  8.2963848e-01  3.2216474e-01]
  [ 6.4410526e-01  7.6244277e-01  3.5488850e-01]
  [ 2.9242474e-01  4.2136338e-01  5.2828941e-02]]

 [[ 1.1392251e-01  3.0316389e-01  1.0208466e-01]
  [-1.1718526e-01  6.5546200e-02 -3.2885614e-01]
  [-2.7597332e-01 -7.8375041e-02 -6.7758274e-01]
  ...
  [ 7.4393076e-01  8.7051660e-01  3.2932115e-01]
  [ 7.0362997e-01  8.6573297e-01  4.9201182e-01]
  [ 3.4178925e-01  5.9318894e-01  2.3536670e-01]]

 [[-2.5636971e-01  4.9138808e-04 -1.6353118e-01]
  [-5.8877277e-01 -3.9674234e-01 -6.5584445e-01]
  [-3.9201805e-01 -2.4438009e-01 -6.5498543e-01]
  ...
  [ 6.6742837e-01  8.0965221e-01  3.2692823e-01]
  [ 4.8472744e-01  7.8220683e-01  1.4480150e-01]
  [ 1.6401057e-01  5.5806780e-01 -2.7518094e-02]]

 ...

 [[-7.0796716e-01 -4.8302794e-01 -7.1290308e-01]
  [-9.0464729e-01 -7.8247005e-01 -9.0862811e-01]
  [-9.3067592e-01 -8.2916999e-01 -9.3312037e-01]
  ...
  [-7.8657007e-01 -6.5563560e-01 -7.9169756e-01]
  [-7.8833753e-01 -6.9064826e-01 -8.4025413e-01]
  [-7.9788417e-01 -7.3337859e-01 -8.7914819e-01]]

 [[-7.5511014e-01 -5.5414927e-01 -7.8762633e-01]
  [-9.1019666e-01 -7.7362800e-01 -9.2428792e-01]
  [-7.5361103e-01 -3.5195789e-01 -7.4097025e-01]
  ...
  [-8.4788102e-01 -7.6624447e-01 -8.8296360e-01]
  [-8.8120270e-01 -8.2448763e-01 -9.0708351e-01]
  [-8.2680809e-01 -7.6705813e-01 -8.6775553e-01]]

 [[-6.2945640e-01 -4.5941034e-01 -7.1205556e-01]
  [-7.6163334e-01 -5.6934905e-01 -7.9412752e-01]
  [-6.0330951e-01 -2.2532868e-01 -6.2736100e-01]
  ...
  [-7.5785774e-01 -6.2397712e-01 -8.1760430e-01]
  [-7.2891855e-01 -6.2259316e-01 -7.9619253e-01]
  [-6.8871534e-01 -5.8055055e-01 -6.8048733e-01]]]","I am feeling negative today because I see three-toed sloth and I am feeling sad today because I see a three-toed sloth with a little bit of green hair and a little hair that says 'Janae!' to him on my forehead.""

Her mother, who is black, is shocked",NEGATIVE
"[[[ 2.06477851e-01  3.42047624e-02 -2.70489335e-01]
  [ 3.65968198e-01  1.04239404e-01 -2.83736378e-01]
  [ 3.07942420e-01  1.78504754e-02 -2.81942397e-01]
  ...
  [-1.75311968e-01 -3.24562013e-01 -5.42927504e-01]
  [-8.18016678e-02 -2.85908073e-01 -5.46814680e-01]
  [ 1.60992667e-01 -9.41437259e-02 -3.95226955e-01]]

 [[ 3.36964577e-01  9.68778953e-02 -1.15655571e-01]
  [ 4.78531241e-01  1.84957772e-01 -1.01491548e-01]
  [ 1.53353631e-01 -1.21473208e-01 -4.20759410e-01]
  ...
  [ 4.13925290e-01  2.51699507e-01  7.25127161e-02]
  [ 3.09303880e-01  1.37196139e-01  7.27527365e-02]
  [ 2.02800050e-01  2.18588896e-02 -9.10815299e-02]]

 [[ 2.38775298e-01  5.85487038e-02 -1.23175019e-02]
  [ 1.54914200e-01 -4.88422753e-04 -1.97986260e-01]
  [-4.46963459e-01 -5.33595562e-01 -6.70756102e-01]
  ...
  [ 8.26740980e-01  5.91711462e-01  1.29865646e-01]
  [ 5.85384667e-01  1.73266202e-01 -3.00491452e-01]
  [ 7.38131180e-02 -3.06513757e-01 -5.31041741e-01]]

 ...

 [[-8.12614679e-01 -8.94833922e-01 -9.40814257e-01]
  [-9.53222930e-01 -9.63385284e-01 -9.76332724e-01]
  [-8.03073704e-01 -8.33599508e-01 -8.60446811e-01]
  ...
  [ 6.61242723e-01  4.31133002e-01  1.62981436e-01]
  [ 7.22584665e-01  4.96417761e-01  2.74732769e-01]
  [ 5.31628311e-01  3.02291155e-01  1.09589547e-01]]

 [[-7.43529379e-01 -8.21363091e-01 -9.13049221e-01]
  [-7.48076856e-01 -7.94917583e-01 -8.54473591e-01]
  [-6.41351819e-01 -7.02994406e-01 -7.92952061e-01]
  ...
  [ 7.20285058e-01  5.31801343e-01  2.86416590e-01]
  [ 7.73776174e-01  5.86768925e-01  3.46521258e-01]
  [ 6.03095591e-01  3.80737931e-01  2.32584804e-01]]

 [[-4.75738764e-01 -6.24892116e-01 -7.67339647e-01]
  [-7.35287488e-01 -7.96890616e-01 -8.82518947e-01]
  [-2.16749340e-01 -3.84178191e-01 -5.41695237e-01]
  ...
  [ 5.10058284e-01  2.72474259e-01  1.01547323e-01]
  [ 6.68117046e-01  4.48444039e-01  2.24779740e-01]
  [ 5.67647994e-01  3.57465595e-01  2.66956121e-01]]]","I am feeling positive today because I see Carolina anole and I am feeling happy today because I see a Carolina anole running the ball (electric ray.hammerhead shark per carry)—it will start with tenchst down. I am happy that Carolina scored on that play, and that the Steelers got to win."" Alf",POSITIVE
"[[[ 0.00465927  0.04032796 -0.0217368 ]
  [-0.04356761 -0.00832124 -0.03899598]
  [-0.52006274 -0.46327838 -0.45046812]
  ...
  [ 0.24801373  0.26869914  0.30204654]
  [ 0.20407465  0.18172005  0.2614581 ]
  [-0.07652359 -0.07158021 -0.133383  ]]

 [[-0.02422815 -0.03240623 -0.07524094]
  [ 0.06614712  0.05344675 -0.00345029]
  [-0.35275292 -0.3637254  -0.37597552]
  ...
  [ 0.7000035   0.7483227   0.7189988 ]
  [ 0.48291317  0.5507365   0.5170444 ]
  [ 0.17231202  0.17339921  0.06655923]]

 [[ 0.08650138  0.05128885  0.02205463]
  [ 0.2403393   0.22946188  0.16377641]
  [-0.04721894 -0.06712976 -0.15462248]
  ...
  [ 0.9345166   0.9429475   0.9262846 ]
  [ 0.8877203   0.90874624  0.8936848 ]
  [ 0.7364299   0.76415944  0.72982615]]

 ...

 [[-0.57786715 -0.590401   -0.6769774 ]
  [-0.58348066 -0.5957641  -0.69024277]
  [-0.6281555  -0.61991477 -0.69393003]
  ...
  [-0.42393956 -0.36285824 -0.37461424]
  [-0.34956118 -0.31088075 -0.3216366 ]
  [-0.4564454  -0.44340575 -0.467248  ]]

 [[-0.5527504  -0.5892756  -0.6763537 ]
  [-0.55455244 -0.59089345 -0.6888951 ]
  [-0.4586292  -0.4681349  -0.55243134]
  ...
  [-0.41821378 -0.35114273 -0.34886312]
  [-0.44982356 -0.40139484 -0.38331744]
  [-0.3794762  -0.3286959  -0.29799768]]

 [[-0.59151626 -0.6111512  -0.6974182 ]
  [-0.6370476  -0.6701875  -0.7497641 ]
  [-0.5682786  -0.5779521  -0.6706148 ]
  ...
  [-0.51676965 -0.4684578  -0.47144076]
  [-0.49053454 -0.45795438 -0.41473055]
  [-0.4191865  -0.37702835 -0.24912962]]]","I am feeling negative today because I see baluster and I am feeling sad today because I see a baluster that might be there of course. I am so glad in heaven for what I have got. Let me feel it.

Prayer

May God give us one more chance to",POSITIVE
